date,time,day,incident,min_delay
2022-06-27T00:00:00Z,15:57:00,Monday,Diversion,24
2022-06-27T00:00:00Z,16:04:00,Monday,Road Blocked - NON-TTC Collision,32
2022-06-27T00:00:00Z,16:04:00,Monday,Operations - Operator,13
2022-06-27T00:00:00Z,16:07:00,Monday,Diversion,19
2022-06-27T00:00:00Z,16:11:00,Monday,General Delay,10
2022-06-27T00:00:00Z,16:13:00,Monday,Emergency Services,15
2022-06-27T00:00:00Z,16:39:00,Monday,Investigation,7
2022-06-27T00:00:00Z,16:46:00,Monday,Mechanical,9
2022-06-27T00:00:00Z,16:47:00,Monday,Mechanical,23
2022-06-27T00:00:00Z,16:57:00,Monday,Operations - Operator,7
2022-06-27T00:00:00Z,16:59:00,Monday,Operations - Operator,10
2022-06-27T00:00:00Z,17:02:00,Monday,Operations - Operator,16
2022-06-27T00:00:00Z,17:09:00,Monday,Operations - Operator,6
2022-06-27T00:00:00Z,17:09:00,Monday,Operations - Operator,6
2022-06-27T00:00:00Z,17:10:00,Monday,Collision - TTC,12
2022-06-27T00:00:00Z,17:13:00,Monday,Collision - TTC,16
2022-06-27T00:00:00Z,17:18:00,Monday,Operations - Operator,16
2022-06-27T00:00:00Z,17:36:00,Monday,Emergency Services,11
2022-06-27T00:00:00Z,17:50:00,Monday,Collision - TTC,6
2022-06-27T00:00:00Z,17:52:00,Monday,Operations - Operator,30
2022-06-27T00:00:00Z,18:04:00,Monday,Utilized Off Route,12
2022-06-27T00:00:00Z,18:08:00,Monday,Operations - Operator,6
2022-06-27T00:00:00Z,18:10:00,Monday,Operations - Operator,20
2022-06-27T00:00:00Z,18:11:00,Monday,Collision - TTC,6
2022-06-27T00:00:00Z,18:21:00,Monday,Operations - Operator,15
2022-06-27T00:00:00Z,18:24:00,Monday,Mechanical,12
2022-06-27T00:00:00Z,18:35:00,Monday,General Delay,26
2022-06-27T00:00:00Z,18:40:00,Monday,Operations - Operator,10
2022-06-27T00:00:00Z,18:45:00,Monday,Security,6
2022-06-27T00:00:00Z,19:29:00,Monday,Operations - Operator,26
2022-06-27T00:00:00Z,19:37:00,Monday,Emergency Services,0
2022-06-27T00:00:00Z,19:39:00,Monday,Operations - Operator,9
2022-06-27T00:00:00Z,19:53:00,Monday,Cleaning - Unsanitary,24
2022-06-27T00:00:00Z,19:53:00,Monday,Cleaning - Unsanitary,24
2022-06-27T00:00:00Z,19:56:00,Monday,Emergency Services,17
2022-06-27T00:00:00Z,20:20:00,Monday,Security,12
2022-06-27T00:00:00Z,20:23:00,Monday,Cleaning - Unsanitary,10
2022-06-27T00:00:00Z,20:25:00,Monday,Collision - TTC,11
2022-06-27T00:00:00Z,20:27:00,Monday,Collision - TTC,20
2022-06-27T00:00:00Z,20:57:00,Monday,Diversion,15
2022-06-27T00:00:00Z,21:10:00,Monday,Mechanical,23
2022-06-27T00:00:00Z,21:22:00,Monday,Operations - Operator,10
2022-06-27T00:00:00Z,21:45:00,Monday,Mechanical,30
2022-06-27T00:00:00Z,21:57:00,Monday,Mechanical,20
2022-06-27T00:00:00Z,21:58:00,Monday,Vision,20
2022-06-27T00:00:00Z,22:28:00,Monday,Operations - Operator,12
2022-06-27T00:00:00Z,22:53:00,Monday,Mechanical,8
2022-06-27T00:00:00Z,22:59:00,Monday,Mechanical,18
2022-06-27T00:00:00Z,23:10:00,Monday,Cleaning - Unsanitary,17
2022-06-27T00:00:00Z,23:43:00,Monday,Utilized Off Route,12
2022-06-27T00:00:00Z,23:47:00,Monday,Utilized Off Route,17
2022-06-27T00:00:00Z,23:47:00,Monday,Utilized Off Route,10
2022-06-27T00:00:00Z,23:48:00,Monday,Utilized Off Route,11
2022-06-27T00:00:00Z,23:54:00,Monday,Mechanical,14
2022-06-27T00:00:00Z,00:00:00,Monday,Utilized Off Route,10
2022-06-27T00:00:00Z,00:06:00,Monday,Mechanical,9
2022-06-27T00:00:00Z,00:06:00,Monday,Utilized Off Route,22
2022-06-27T00:00:00Z,00:11:00,Monday,Utilized Off Route,9
2022-06-27T00:00:00Z,00:13:00,Monday,Utilized Off Route,11
2022-06-27T00:00:00Z,00:15:00,Monday,Utilized Off Route,9
2022-06-27T00:00:00Z,00:27:00,Monday,Emergency Services,15
2022-06-27T00:00:00Z,00:37:00,Monday,Mechanical,15
2022-06-27T00:00:00Z,00:38:00,Monday,Utilized Off Route,10
2022-06-27T00:00:00Z,01:43:00,Monday,Operations - Operator,11
2022-06-28T00:00:00Z,02:58:00,Tuesday,Security,38
2022-06-28T00:00:00Z,03:56:00,Tuesday,Emergency Services,0
2022-06-28T00:00:00Z,04:44:00,Tuesday,Mechanical,30
2022-06-28T00:00:00Z,04:55:00,Tuesday,Operations - Operator,20
2022-06-28T00:00:00Z,05:12:00,Tuesday,Operations - Operator,24
2022-06-28T00:00:00Z,05:25:00,Tuesday,Operations - Operator,5
2022-06-28T00:00:00Z,05:30:00,Tuesday,Operations - Operator,5
2022-06-28T00:00:00Z,05:36:00,Tuesday,Operations - Operator,8
2022-06-28T00:00:00Z,06:17:00,Tuesday,General Delay,7
2022-06-28T00:00:00Z,06:19:00,Tuesday,General Delay,23
2022-06-28T00:00:00Z,06:19:00,Tuesday,Operations - Operator,9
2022-06-28T00:00:00Z,06:22:00,Tuesday,Security,0
2022-06-28T00:00:00Z,06:30:00,Tuesday,Mechanical,6
2022-06-28T00:00:00Z,06:37:00,Tuesday,Collision - TTC,10
2022-06-28T00:00:00Z,06:54:00,Tuesday,Mechanical,6
2022-06-28T00:00:00Z,06:59:00,Tuesday,Mechanical,9
2022-06-28T00:00:00Z,07:28:00,Tuesday,Operations - Operator,13
2022-06-28T00:00:00Z,07:30:00,Tuesday,Mechanical,30
2022-06-28T00:00:00Z,07:30:00,Tuesday,Mechanical,30
2022-06-28T00:00:00Z,07:40:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,07:40:00,Tuesday,Mechanical,10
2022-06-28T00:00:00Z,07:42:00,Tuesday,Operations - Operator,4
2022-06-28T00:00:00Z,07:45:00,Tuesday,Diversion,85
2022-06-28T00:00:00Z,07:56:00,Tuesday,Mechanical,16
2022-06-28T00:00:00Z,08:03:00,Tuesday,Mechanical,9
2022-06-28T00:00:00Z,08:12:00,Tuesday,Investigation,23
2022-06-28T00:00:00Z,08:46:00,Tuesday,Mechanical,23
2022-06-28T00:00:00Z,08:47:00,Tuesday,Mechanical,19
2022-06-28T00:00:00Z,09:09:00,Tuesday,Operations - Operator,9
2022-06-28T00:00:00Z,09:09:00,Tuesday,Operations - Operator,9
2022-06-28T00:00:00Z,09:12:00,Tuesday,Operations - Operator,11
2022-06-28T00:00:00Z,09:13:00,Tuesday,Operations - Operator,8
2022-06-28T00:00:00Z,09:21:00,Tuesday,Cleaning - Unsanitary,9
2022-06-28T00:00:00Z,09:24:00,Tuesday,Operations - Operator,11
2022-06-28T00:00:00Z,09:34:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,09:34:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,10:01:00,Tuesday,Road Blocked - NON-TTC Collision,15
2022-06-28T00:00:00Z,10:14:00,Tuesday,Operations - Operator,8
2022-06-28T00:00:00Z,10:16:00,Tuesday,Operations - Operator,11
2022-06-28T00:00:00Z,10:26:00,Tuesday,Mechanical,6
2022-06-28T00:00:00Z,10:33:00,Tuesday,Collision - TTC,8
2022-06-28T00:00:00Z,10:33:00,Tuesday,Mechanical,20
2022-06-28T00:00:00Z,10:35:00,Tuesday,Mechanical,15
2022-06-28T00:00:00Z,10:50:00,Tuesday,Utilized Off Route,12
2022-06-28T00:00:00Z,10:54:00,Tuesday,Mechanical,9
2022-06-28T00:00:00Z,11:01:00,Tuesday,Mechanical,9
2022-06-28T00:00:00Z,11:04:00,Tuesday,Collision - TTC,20
2022-06-28T00:00:00Z,11:05:00,Tuesday,Mechanical,6
2022-06-28T00:00:00Z,11:07:00,Tuesday,Mechanical,13
2022-06-28T00:00:00Z,11:10:00,Tuesday,Diversion,0
2022-06-28T00:00:00Z,11:11:00,Tuesday,Diversion,60
2022-06-28T00:00:00Z,11:13:00,Tuesday,Diversion,11
2022-06-28T00:00:00Z,11:20:00,Tuesday,Mechanical,10
2022-06-28T00:00:00Z,11:43:00,Tuesday,Operations - Operator,13
2022-06-28T00:00:00Z,11:53:00,Tuesday,Mechanical,23
2022-06-28T00:00:00Z,11:59:00,Tuesday,General Delay,30
2022-06-28T00:00:00Z,11:59:00,Tuesday,Operations - Operator,15
2022-06-28T00:00:00Z,12:03:00,Tuesday,Emergency Services,9
2022-06-28T00:00:00Z,12:16:00,Tuesday,Operations - Operator,41
2022-06-28T00:00:00Z,12:21:00,Tuesday,Operations - Operator,25
2022-06-28T00:00:00Z,12:41:00,Tuesday,Emergency Services,0
2022-06-28T00:00:00Z,12:44:00,Tuesday,Mechanical,6
2022-06-28T00:00:00Z,12:48:00,Tuesday,General Delay,20
2022-06-28T00:00:00Z,12:48:00,Tuesday,Operations - Operator,12
2022-06-28T00:00:00Z,12:52:00,Tuesday,Operations - Operator,13
2022-06-28T00:00:00Z,12:57:00,Tuesday,Operations - Operator,11
2022-06-28T00:00:00Z,13:00:00,Tuesday,Collision - TTC,45
2022-06-28T00:00:00Z,13:07:00,Tuesday,Operations - Operator,17
2022-06-28T00:00:00Z,13:12:00,Tuesday,Operations - Operator,6
2022-06-28T00:00:00Z,13:17:00,Tuesday,Mechanical,20
2022-06-28T00:00:00Z,13:19:00,Tuesday,Operations - Operator,11
2022-06-28T00:00:00Z,13:19:00,Tuesday,Operations - Operator,7
2022-06-28T00:00:00Z,13:20:00,Tuesday,Mechanical,11
2022-06-28T00:00:00Z,13:23:00,Tuesday,Operations - Operator,11
2022-06-28T00:00:00Z,13:25:00,Tuesday,Operations - Operator,30
2022-06-28T00:00:00Z,13:26:00,Tuesday,Operations - Operator,14
2022-06-28T00:00:00Z,13:28:00,Tuesday,Operations - Operator,9
2022-06-28T00:00:00Z,13:32:00,Tuesday,Operations - Operator,20
2022-06-28T00:00:00Z,13:52:00,Tuesday,Mechanical,21
2022-06-28T00:00:00Z,14:30:00,Tuesday,Operations - Operator,11
2022-06-28T00:00:00Z,14:34:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,14:35:00,Tuesday,Security,10
2022-06-28T00:00:00Z,14:36:00,Tuesday,Cleaning - Unsanitary,13
2022-06-28T00:00:00Z,14:41:00,Tuesday,Operations - Operator,15
2022-06-28T00:00:00Z,14:43:00,Tuesday,Operations - Operator,6
2022-06-28T00:00:00Z,14:55:00,Tuesday,Mechanical,6
2022-06-28T00:00:00Z,14:55:00,Tuesday,Mechanical,12
2022-06-28T00:00:00Z,15:00:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,15:03:00,Tuesday,Utilized Off Route,6
2022-06-28T00:00:00Z,15:15:00,Tuesday,Operations - Operator,8
2022-06-28T00:00:00Z,15:22:00,Tuesday,Mechanical,8
2022-06-28T00:00:00Z,15:24:00,Tuesday,Operations - Operator,6
2022-06-28T00:00:00Z,15:26:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,15:27:00,Tuesday,Cleaning - Unsanitary,6
2022-06-28T00:00:00Z,15:32:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,15:34:00,Tuesday,Operations - Operator,23
2022-06-28T00:00:00Z,15:36:00,Tuesday,Road Blocked - NON-TTC Collision,49
2022-06-28T00:00:00Z,15:45:00,Tuesday,Mechanical,17
2022-06-28T00:00:00Z,15:46:00,Tuesday,Operations - Operator,11
2022-06-28T00:00:00Z,15:47:00,Tuesday,Diversion,23
2022-06-28T00:00:00Z,15:48:00,Tuesday,Mechanical,20
2022-06-28T00:00:00Z,15:55:00,Tuesday,Operations - Operator,15
2022-06-28T00:00:00Z,15:56:00,Tuesday,Mechanical,7
2022-06-28T00:00:00Z,15:59:00,Tuesday,Diversion,60
2022-06-28T00:00:00Z,16:29:00,Tuesday,General Delay,50
2022-06-28T00:00:00Z,16:42:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,16:43:00,Tuesday,Emergency Services,44
2022-06-28T00:00:00Z,16:46:00,Tuesday,Mechanical,11
2022-06-28T00:00:00Z,16:54:00,Tuesday,Mechanical,11
2022-06-28T00:00:00Z,16:59:00,Tuesday,Diversion,21
2022-06-28T00:00:00Z,17:00:00,Tuesday,Mechanical,5
2022-06-28T00:00:00Z,17:02:00,Tuesday,Diversion,21
2022-06-28T00:00:00Z,17:04:00,Tuesday,Mechanical,13
2022-06-28T00:00:00Z,17:05:00,Tuesday,Mechanical,11
2022-06-28T00:00:00Z,17:05:00,Tuesday,Collision - TTC,20
2022-06-28T00:00:00Z,17:14:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,17:20:00,Tuesday,Operations - Operator,12
2022-06-28T00:00:00Z,17:22:00,Tuesday,Utilized Off Route,6
2022-06-28T00:00:00Z,17:22:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,17:24:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,17:26:00,Tuesday,Operations - Operator,16
2022-06-28T00:00:00Z,17:29:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,17:31:00,Tuesday,Operations - Operator,12
2022-06-28T00:00:00Z,17:36:00,Tuesday,Mechanical,20
2022-06-28T00:00:00Z,17:38:00,Tuesday,Operations - Operator,6
2022-06-28T00:00:00Z,17:39:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,17:50:00,Tuesday,Operations - Operator,20
2022-06-28T00:00:00Z,17:58:00,Tuesday,Mechanical,13
2022-06-28T00:00:00Z,18:00:00,Tuesday,Operations - Operator,30
2022-06-28T00:00:00Z,18:10:00,Tuesday,Operations - Operator,20
2022-06-28T00:00:00Z,18:12:00,Tuesday,Mechanical,16
2022-06-28T00:00:00Z,18:16:00,Tuesday,Operations - Operator,18
2022-06-28T00:00:00Z,18:17:00,Tuesday,Operations - Operator,25
2022-06-28T00:00:00Z,18:29:00,Tuesday,Mechanical,16
2022-06-28T00:00:00Z,18:30:00,Tuesday,Mechanical,30
2022-06-28T00:00:00Z,18:33:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,18:39:00,Tuesday,Utilized Off Route,11
2022-06-28T00:00:00Z,18:46:00,Tuesday,Utilized Off Route,9
2022-06-28T00:00:00Z,18:54:00,Tuesday,Operations - Operator,23
2022-06-28T00:00:00Z,19:13:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,19:18:00,Tuesday,Mechanical,7
2022-06-28T00:00:00Z,19:32:00,Tuesday,Mechanical,7
2022-06-28T00:00:00Z,19:35:00,Tuesday,Mechanical,20
2022-06-28T00:00:00Z,19:57:00,Tuesday,Cleaning - Unsanitary,10
2022-06-28T00:00:00Z,20:00:00,Tuesday,Mechanical,14
2022-06-28T00:00:00Z,20:02:00,Tuesday,Emergency Services,36
2022-06-28T00:00:00Z,20:17:00,Tuesday,Mechanical,14
2022-06-28T00:00:00Z,20:18:00,Tuesday,Mechanical,20
2022-06-28T00:00:00Z,20:43:00,Tuesday,Operations - Operator,12
2022-06-28T00:00:00Z,20:56:00,Tuesday,Cleaning - Unsanitary,23
2022-06-28T00:00:00Z,21:05:00,Tuesday,Emergency Services,10
2022-06-28T00:00:00Z,21:10:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,21:11:00,Tuesday,Collision - TTC,10
2022-06-28T00:00:00Z,21:24:00,Tuesday,Utilized Off Route,10
2022-06-28T00:00:00Z,21:34:00,Tuesday,Operations - Operator,7
2022-06-28T00:00:00Z,21:34:00,Tuesday,Utilized Off Route,9
2022-06-28T00:00:00Z,21:41:00,Tuesday,Utilized Off Route,5
2022-06-28T00:00:00Z,21:44:00,Tuesday,Utilized Off Route,10
2022-06-28T00:00:00Z,22:08:00,Tuesday,Cleaning - Unsanitary,30
2022-06-28T00:00:00Z,22:42:00,Tuesday,Operations - Operator,30
2022-06-28T00:00:00Z,23:23:00,Tuesday,Security,10
2022-06-28T00:00:00Z,23:30:00,Tuesday,Cleaning - Unsanitary,30
2022-06-28T00:00:00Z,23:31:00,Tuesday,Mechanical,9
2022-06-28T00:00:00Z,23:57:00,Tuesday,Mechanical,10
2022-06-28T00:00:00Z,00:05:00,Tuesday,General Delay,20
2022-06-28T00:00:00Z,00:17:00,Tuesday,Operations - Operator,10
2022-06-28T00:00:00Z,00:19:00,Tuesday,Mechanical,9
2022-06-28T00:00:00Z,00:40:00,Tuesday,General Delay,20
2022-06-28T00:00:00Z,01:22:00,Tuesday,Mechanical,16
2022-06-28T00:00:00Z,01:30:00,Tuesday,General Delay,13
2022-06-29T00:00:00Z,02:22:00,Wednesday,Security,17
2022-06-29T00:00:00Z,02:26:00,Wednesday,Operations - Operator,30
2022-06-29T00:00:00Z,02:39:00,Wednesday,Operations - Operator,30
2022-06-29T00:00:00Z,03:23:00,Wednesday,Operations - Operator,30
2022-06-29T00:00:00Z,03:39:00,Wednesday,Security,4
2022-06-29T00:00:00Z,04:22:00,Wednesday,Operations - Operator,11
2022-06-29T00:00:00Z,04:44:00,Wednesday,Security,0
2022-06-29T00:00:00Z,05:20:00,Wednesday,Operations - Operator,6
2022-06-29T00:00:00Z,05:20:00,Wednesday,Operations - Operator,29
2022-06-29T00:00:00Z,05:29:00,Wednesday,Operations - Operator,17
2022-06-29T00:00:00Z,05:43:00,Wednesday,Operations - Operator,10
2022-06-29T00:00:00Z,05:59:00,Wednesday,Operations - Operator,14
2022-06-29T00:00:00Z,06:08:00,Wednesday,Operations - Operator,20
2022-06-29T00:00:00Z,06:10:00,Wednesday,Mechanical,24
2022-06-29T00:00:00Z,06:11:00,Wednesday,Operations - Operator,6
2022-06-29T00:00:00Z,06:15:00,Wednesday,Emergency Services,10
2022-06-29T00:00:00Z,06:15:00,Wednesday,Mechanical,9
2022-06-29T00:00:00Z,06:17:00,Wednesday,Operations - Operator,20
2022-06-29T00:00:00Z,06:19:00,Wednesday,Operations - Operator,3
2022-06-29T00:00:00Z,06:20:00,Wednesday,Operations - Operator,5
2022-06-29T00:00:00Z,06:20:00,Wednesday,Operations - Operator,5
2022-06-29T00:00:00Z,06:25:00,Wednesday,Mechanical,8
2022-06-29T00:00:00Z,06:29:00,Wednesday,Security,15
2022-06-29T00:00:00Z,06:38:00,Wednesday,Operations - Operator,20
2022-06-29T00:00:00Z,06:50:00,Wednesday,Security,14
2022-06-29T00:00:00Z,06:51:00,Wednesday,Mechanical,9
2022-06-29T00:00:00Z,07:02:00,Wednesday,Mechanical,5
2022-06-29T00:00:00Z,07:30:00,Wednesday,Mechanical,5
2022-06-29T00:00:00Z,07:53:00,Wednesday,Collision - TTC,10
2022-06-29T00:00:00Z,08:02:00,Wednesday,General Delay,22
2022-06-29T00:00:00Z,08:09:00,Wednesday,Mechanical,7
2022-06-29T00:00:00Z,08:12:00,Wednesday,Security,7
2022-06-29T00:00:00Z,08:19:00,Wednesday,Mechanical,7
2022-06-29T00:00:00Z,08:36:00,Wednesday,Operations - Operator,5
2022-06-29T00:00:00Z,08:38:00,Wednesday,Operations - Operator,11
2022-06-29T00:00:00Z,08:46:00,Wednesday,Mechanical,9
2022-06-29T00:00:00Z,08:52:00,Wednesday,Operations - Operator,15
2022-06-29T00:00:00Z,08:55:00,Wednesday,Operations - Operator,12
2022-06-29T00:00:00Z,09:02:00,Wednesday,Operations - Operator,10
2022-06-29T00:00:00Z,09:06:00,Wednesday,Mechanical,9
2022-06-29T00:00:00Z,09:11:00,Wednesday,Mechanical,11
2022-06-29T00:00:00Z,09:17:00,Wednesday,Security,9
2022-06-29T00:00:00Z,09:50:00,Wednesday,General Delay,20
2022-06-29T00:00:00Z,09:53:00,Wednesday,Operations - Operator,9
2022-06-29T00:00:00Z,10:01:00,Wednesday,Operations - Operator,13
2022-06-29T00:00:00Z,10:04:00,Wednesday,Mechanical,20
2022-06-29T00:00:00Z,10:06:00,Wednesday,Collision - TTC,0
2022-06-29T00:00:00Z,10:10:00,Wednesday,Mechanical,8
2022-06-29T00:00:00Z,10:18:00,Wednesday,Operations - Operator,5
2022-06-29T00:00:00Z,10:23:00,Wednesday,Vision,20
2022-06-29T00:00:00Z,10:30:00,Wednesday,Operations - Operator,25
2022-06-29T00:00:00Z,10:36:00,Wednesday,Mechanical,9
2022-06-29T00:00:00Z,10:47:00,Wednesday,Mechanical,14
2022-06-29T00:00:00Z,10:53:00,Wednesday,Mechanical,14
2022-06-29T00:00:00Z,10:55:00,Wednesday,Operations - Operator,11
2022-06-29T00:00:00Z,11:00:00,Wednesday,General Delay,10
2022-06-29T00:00:00Z,11:13:00,Wednesday,Operations - Operator,14
2022-06-29T00:00:00Z,11:16:00,Wednesday,Collision - TTC,18
2022-06-29T00:00:00Z,11:19:00,Wednesday,Mechanical,23
2022-06-29T00:00:00Z,11:25:00,Wednesday,Mechanical,5
2022-06-29T00:00:00Z,11:40:00,Wednesday,Operations - Operator,23
2022-06-29T00:00:00Z,11:45:00,Wednesday,Operations - Operator,9
2022-06-29T00:00:00Z,12:01:00,Wednesday,Operations - Operator,15
2022-06-29T00:00:00Z,12:14:00,Wednesday,Operations - Operator,15
2022-06-29T00:00:00Z,12:22:00,Wednesday,Operations - Operator,12
2022-06-29T00:00:00Z,12:32:00,Wednesday,Mechanical,14
2022-06-29T00:00:00Z,12:42:00,Wednesday,General Delay,9
2022-06-29T00:00:00Z,12:53:00,Wednesday,Mechanical,11
2022-06-29T00:00:00Z,12:58:00,Wednesday,Operations - Operator,10
2022-06-29T00:00:00Z,12:58:00,Wednesday,Operations - Operator,10
2022-06-29T00:00:00Z,13:08:00,Wednesday,Operations - Operator,40
2022-06-29T00:00:00Z,13:09:00,Wednesday,Operations - Operator,30
2022-06-29T00:00:00Z,13:10:00,Wednesday,Operations - Operator,9
2022-06-29T00:00:00Z,13:13:00,Wednesday,Operations - Operator,15
2022-06-29T00:00:00Z,13:18:00,Wednesday,Security,5
2022-06-29T00:00:00Z,13:19:00,Wednesday,Operations - Operator,11
2022-06-29T00:00:00Z,13:22:00,Wednesday,Operations - Operator,60
2022-06-29T00:00:00Z,13:26:00,Wednesday,Operations - Operator,10
2022-06-29T00:00:00Z,13:28:00,Wednesday,Operations - Operator,9
2022-06-29T00:00:00Z,13:40:00,Wednesday,Operations - Operator,9
2022-06-29T00:00:00Z,13:40:00,Wednesday,Utilized Off Route,12
2022-06-29T00:00:00Z,13:45:00,Wednesday,Mechanical,24
2022-06-29T00:00:00Z,13:47:00,Wednesday,Operations - Operator,8
2022-06-29T00:00:00Z,13:47:00,Wednesday,Operations - Operator,15
2022-06-29T00:00:00Z,13:49:00,Wednesday,Emergency Services,13
2022-06-29T00:00:00Z,13:57:00,Wednesday,General Delay,20
2022-06-29T00:00:00Z,14:03:00,Wednesday,Operations - Operator,0
2022-06-29T00:00:00Z,14:05:00,Wednesday,Collision - TTC,13
2022-06-29T00:00:00Z,14:05:00,Wednesday,Mechanical,20
2022-06-29T00:00:00Z,14:14:00,Wednesday,Operations - Operator,13
2022-06-29T00:00:00Z,14:17:00,Wednesday,Operations - Operator,8
2022-06-29T00:00:00Z,14:28:00,Wednesday,Mechanical,10
2022-06-29T00:00:00Z,14:28:00,Wednesday,Operations - Operator,10
2022-06-29T00:00:00Z,14:29:00,Wednesday,Emergency Services,6
2022-06-29T00:00:00Z,14:29:00,Wednesday,Operations - Operator,11
2022-06-29T00:00:00Z,14:30:00,Wednesday,General Delay,26
2022-06-29T00:00:00Z,14:43:00,Wednesday,Operations - Operator,14
2022-06-29T00:00:00Z,14:45:00,Wednesday,Operations - Operator,12
2022-06-29T00:00:00Z,14:45:00,Wednesday,Mechanical,11
2022-06-29T00:00:00Z,14:48:00,Wednesday,Emergency Services,13
2022-06-29T00:00:00Z,14:48:00,Wednesday,Operations - Operator,5
2022-06-29T00:00:00Z,14:49:00,Wednesday,Mechanical,10
2022-06-29T00:00:00Z,14:56:00,Wednesday,Operations - Operator,5
2022-06-29T00:00:00Z,15:01:00,Wednesday,Operations - Operator,15
2022-06-29T00:00:00Z,15:06:00,Wednesday,Mechanical,10
2022-06-29T00:00:00Z,15:07:00,Wednesday,Operations - Operator,9
2022-06-29T00:00:00Z,15:07:00,Wednesday,Mechanical,11
2022-06-29T00:00:00Z,15:11:00,Wednesday,Mechanical,20
2022-06-29T00:00:00Z,15:26:00,Wednesday,Operations - Operator,10
2022-06-29T00:00:00Z,15:35:00,Wednesday,Operations - Operator,10
2022-06-29T00:00:00Z,15:44:00,Wednesday,Collision - TTC,13
2022-06-29T00:00:00Z,15:57:00,Wednesday,Vision,10
2022-06-29T00:00:00Z,16:01:00,Wednesday,Operations - Operator,13
2022-06-29T00:00:00Z,16:08:00,Wednesday,Operations - Operator,6
2022-06-29T00:00:00Z,16:14:00,Wednesday,Operations - Operator,20
2022-06-29T00:00:00Z,16:19:00,Wednesday,Investigation,26
2022-06-29T00:00:00Z,16:20:00,Wednesday,Operations - Operator,11
2022-06-29T00:00:00Z,16:24:00,Wednesday,Mechanical,18
2022-06-29T00:00:00Z,16:24:00,Wednesday,Mechanical,14
2022-06-29T00:00:00Z,16:29:00,Wednesday,Mechanical,16
2022-06-29T00:00:00Z,16:32:00,Wednesday,Collision - TTC,10
2022-06-29T00:00:00Z,16:36:00,Wednesday,Operations - Operator,9
2022-06-29T00:00:00Z,16:57:00,Wednesday,Operations - Operator,9
2022-06-29T00:00:00Z,16:57:00,Wednesday,Mechanical,28
2022-06-29T00:00:00Z,17:00:00,Wednesday,General Delay,25
2022-06-29T00:00:00Z,17:05:00,Wednesday,Operations - Operator,10
2022-06-29T00:00:00Z,17:06:00,Wednesday,Operations - Operator,10
2022-06-29T00:00:00Z,17:09:00,Wednesday,Operations - Operator,9
2022-06-29T00:00:00Z,17:10:00,Wednesday,Operations - Operator,18
2022-06-29T00:00:00Z,17:15:00,Wednesday,Security,12
2022-06-29T00:00:00Z,17:17:00,Wednesday,Operations - Operator,9
2022-06-29T00:00:00Z,17:17:00,Wednesday,Operations - Operator,9
2022-06-29T00:00:00Z,17:23:00,Wednesday,Investigation,25
2022-06-29T00:00:00Z,17:27:00,Wednesday,Mechanical,6
2022-06-29T00:00:00Z,17:32:00,Wednesday,Mechanical,12
2022-06-29T00:00:00Z,17:32:00,Wednesday,Mechanical,12
2022-06-29T00:00:00Z,17:32:00,Wednesday,Mechanical,9
2022-06-29T00:00:00Z,17:37:00,Wednesday,Mechanical,11
2022-06-29T00:00:00Z,17:39:00,Wednesday,Operations - Operator,17
2022-06-29T00:00:00Z,17:49:00,Wednesday,Operations - Operator,6
2022-06-29T00:00:00Z,17:49:00,Wednesday,Operations - Operator,30
2022-06-29T00:00:00Z,17:55:00,Wednesday,Mechanical,10
2022-06-29T00:00:00Z,18:01:00,Wednesday,Mechanical,10
2022-06-29T00:00:00Z,18:05:00,Wednesday,Operations - Operator,16
2022-06-29T00:00:00Z,18:13:00,Wednesday,Operations - Operator,10
2022-06-29T00:00:00Z,18:22:00,Wednesday,Collision - TTC,10
2022-06-29T00:00:00Z,18:27:00,Wednesday,General Delay,25
2022-06-29T00:00:00Z,18:28:00,Wednesday,Operations - Operator,24
2022-06-29T00:00:00Z,18:30:00,Wednesday,General Delay,15
2022-06-29T00:00:00Z,18:32:00,Wednesday,Investigation,5
2022-06-29T00:00:00Z,18:34:00,Wednesday,Operations - Operator,9
2022-06-29T00:00:00Z,18:35:00,Wednesday,Operations - Operator,10
2022-06-29T00:00:00Z,18:45:00,Wednesday,Mechanical,20
2022-06-29T00:00:00Z,18:59:00,Wednesday,Mechanical,15
2022-06-29T00:00:00Z,19:28:00,Wednesday,Mechanical,20
